Rótulos de Linha;Soma de Quantity;Soma de Tax 5%;Soma de Total;Soma de Unit price;Soma de cogs;Soma de gross margin percentage;Soma de gross income;Soma de Rating
Male;4;12,438;261,198;62,19;248,76;4,761904762;12,438;4,3
Home and lifestyle;4;12,438;261,198;62,19;248,76;4,761904762;12,438;4,3
01/06/2019;4;12,438;261,198;62,19;248,76;4,761904762;12,438;4,3
19;4;12,438;261,198;62,19;248,76;4,761904762;12,438;4,3
827-26-2100;9;15,228;319,788;33,84;304,56;4,761904762;15,228;8,8
A;9;15,228;319,788;33,84;304,56;4,761904762;15,228;8,8
Yangon;9;15,228;319,788;33,84;304,56;4,761904762;15,228;8,8
Member;9;15,228;319,788;33,84;304,56;4,761904762;15,228;8,8
Male;9;15,228;319,788;33,84;304,56;4,761904762;15,228;8,8
Home and lifestyle;9;15,228;319,788;33,84;304,56;4,761904762;15,228;8,8
3/21/2019;9;15,228;319,788;33,84;304,56;4,761904762;15,228;8,8
16;9;15,228;319,788;33,84;304,56;4,761904762;15,228;8,8
827-44-5872;10;27,18;570,78;54,36;543,6;4,761904762;27,18;6,1
B;10;27,18;570,78;54,36;543,6;4,761904762;27,18;6,1
Mandalay;10;27,18;570,78;54,36;543,6;4,761904762;27,18;6,1
Member;10;27,18;570,78;54,36;543,6;4,761904762;27,18;6,1
Female;10;27,18;570,78;54,36;543,6;4,761904762;27,18;6,1
Food and beverages;10;27,18;570,78;54,36;543,6;4,761904762;27,18;6,1
02/07/2019;10;27,18;570,78;54,36;543,6;4,761904762;27,18;6,1
11;10;27,18;570,78;54,36;543,6;4,761904762;27,18;6,1
827-77-7633;9;44,1405;926,9505;98,09;882,81;4,761904762;44,1405;9,3
A;9;44,1405;926,9505;98,09;882,81;4,761904762;44,1405;9,3
Yangon;9;44,1405;926,9505;98,09;882,81;4,761904762;44,1405;9,3
Normal;9;44,1405;926,9505;98,09;882,81;4,761904762;44,1405;9,3
Male;9;44,1405;926,9505;98,09;882,81;4,761904762;44,1405;9,3
Sports and travel;9;44,1405;926,9505;98,09;882,81;4,761904762;44,1405;9,3
2/17/2019;9;44,1405;926,9505;98,09;882,81;4,761904762;44,1405;9,3
19;9;44,1405;926,9505;98,09;882,81;4,761904762;44,1405;9,3
828-46-6863;6;29,559;620,739;98,53;591,18;4,761904762;29,559;4
A;6;29,559;620,739;98,53;591,18;4,761904762;29,559;4
Yangon;6;29,559;620,739;98,53;591,18;4,761904762;29,559;4
Member;6;29,559;620,739;98,53;591,18;4,761904762;29,559;4
Male;6;29,559;620,739;98,53;591,18;4,761904762;29,559;4
Food and beverages;6;29,559;620,739;98,53;591,18;4,761904762;29,559;4
1/23/2019;6;29,559;620,739;98,53;591,18;4,761904762;29,559;4
11;6;29,559;620,739;98,53;591,18;4,761904762;29,559;4
828-61-5674;10;22,01;462,21;44,02;440,2;4,761904762;22,01;9,6
A;10;22,01;462,21;44,02;440,2;4,761904762;22,01;9,6
Yangon;10;22,01;462,21;44,02;440,2;4,761904762;22,01;9,6
Member;10;22,01;462,21;44,02;440,2;4,761904762;22,01;9,6
Male;10;22,01;462,21;44,02;440,2;4,761904762;22,01;9,6
Sports and travel;10;22,01;462,21;44,02;440,2;4,761904762;22,01;9,6
3/20/2019;10;22,01;462,21;44,02;440,2;4,761904762;22,01;9,6
19;10;22,01;462,21;44,02;440,2;4,761904762;22,01;9,6
829-34-3910;10;35,69;749,49;71,38;713,8;4,761904762;35,69;5,7
A;10;35,69;749,49;71,38;713,8;4,761904762;35,69;5,7
Yangon;10;35,69;749,49;71,38;713,8;4,761904762;35,69;5,7
Normal;10;35,69;749,49;71,38;713,8;4,761904762;35,69;5,7
Female;10;35,69;749,49;71,38;713,8;4,761904762;35,69;5,7
Health and beauty;10;35,69;749,49;71,38;713,8;4,761904762;35,69;5,7
3/29/2019;10;35,69;749,49;71,38;713,8;4,761904762;35,69;5,7
19;10;35,69;749,49;71,38;713,8;4,761904762;35,69;5,7
829-49-1914;10;39,155;822,255;78,31;783,1;4,761904762;39,155;6,6
C;10;39,155;822,255;78,31;783,1;4,761904762;39,155;6,6
Naypyitaw;10;39,155;822,255;78,31;783,1;4,761904762;39,155;6,6
Member;10;39,155;822,255;78,31;783,1;4,761904762;39,155;6,6
Female;10;39,155;822,255;78,31;783,1;4,761904762;39,155;6,6
Food and beverages;10;39,155;822,255;78,31;783,1;4,761904762;39,155;6,6
03/05/2019;10;39,155;822,255;78,31;783,1;4,761904762;39,155;6,6
16;10;39,155;822,255;78,31;783,1;4,761904762;39,155;6,6
830-58-2383;4;6,35;133,35;31,75;127;4,761904762;6,35;8,6
B;4;6,35;133,35;31,75;127;4,761904762;6,35;8,6
Mandalay;4;6,35;133,35;31,75;127;4,761904762;6,35;8,6
Normal;4;6,35;133,35;31,75;127;4,761904762;6,35;8,6
Male;4;6,35;133,35;31,75;127;4,761904762;6,35;8,6
Home and lifestyle;4;6,35;133,35;31,75;127;4,761904762;6,35;8,6
02/08/2019;4;6,35;133,35;31,75;127;4,761904762;6,35;8,6
15;4;6,35;133,35;31,75;127;4,761904762;6,35;8,6
831-07-6050;5;8,1775;171,7275;32,71;163,55;4,761904762;8,1775;9,9
A;5;8,1775;171,7275;32,71;163,55;4,761904762;8,1775;9,9
Yangon;5;8,1775;171,7275;32,71;163,55;4,761904762;8,1775;9,9
Normal;5;8,1775;171,7275;32,71;163,55;4,761904762;8,1775;9,9
Male;5;8,1775;171,7275;32,71;163,55;4,761904762;8,1775;9,9
Electronic accessories;5;8,1775;171,7275;32,71;163,55;4,761904762;8,1775;9,9
3/19/2019;5;8,1775;171,7275;32,71;163,55;4,761904762;8,1775;9,9
11;5;8,1775;171,7275;32,71;163,55;4,761904762;8,1775;9,9
831-64-0259;5;9,9375;208,6875;39,75;198,75;4,761904762;9,9375;9,6
B;5;9,9375;208,6875;39,75;198,75;4,761904762;9,9375;9,6
Mandalay;5;9,9375;208,6875;39,75;198,75;4,761904762;9,9375;9,6
Normal;5;9,9375;208,6875;39,75;198,75;4,761904762;9,9375;9,6
Female;5;9,9375;208,6875;39,75;198,75;4,761904762;9,9375;9,6
Fashion accessories;5;9,9375;208,6875;39,75;198,75;4,761904762;9,9375;9,6
2/22/2019;5;9,9375;208,6875;39,75;198,75;4,761904762;9,9375;9,6
10;5;9,9375;208,6875;39,75;198,75;4,761904762;9,9375;9,6
831-81-6575;9;34,0155;714,3255;75,59;680,31;4,761904762;34,0155;8
B;9;34,0155;714,3255;75,59;680,31;4,761904762;34,0155;8
Mandalay;9;34,0155;714,3255;75,59;680,31;4,761904762;34,0155;8
Member;9;34,0155;714,3255;75,59;680,31;4,761904762;34,0155;8
Female;9;34,0155;714,3255;75,59;680,31;4,761904762;34,0155;8
Electronic accessories;9;34,0155;714,3255;75,59;680,31;4,761904762;34,0155;8
2/23/2019;9;34,0155;714,3255;75,59;680,31;4,761904762;34,0155;8
11;9;34,0155;714,3255;75,59;680,31;4,761904762;34,0155;8
832-51-6761;8;13,552;284,592;33,88;271,04;4,761904762;13,552;9,6
A;8;13,552;284,592;33,88;271,04;4,761904762;13,552;9,6
Yangon;8;13,552;284,592;33,88;271,04;4,761904762;13,552;9,6
Normal;8;13,552;284,592;33,88;271,04;4,761904762;13,552;9,6
Male;8;13,552;284,592;33,88;271,04;4,761904762;13,552;9,6
Food and beverages;8;13,552;284,592;33,88;271,04;4,761904762;13,552;9,6
1/19/2019;8;13,552;284,592;33,88;271,04;4,761904762;13,552;9,6
20;8;13,552;284,592;33,88;271,04;4,761904762;13,552;9,6
834-25-9262;4;16,336;343,056;81,68;326,72;4,761904762;16,336;9,1
C;4;16,336;343,056;81,68;326,72;4,761904762;16,336;9,1
Naypyitaw;4;16,336;343,056;81,68;326,72;4,761904762;16,336;9,1
Normal;4;16,336;343,056;81,68;326,72;4,761904762;16,336;9,1
Female;4;16,336;343,056;81,68;326,72;4,761904762;16,336;9,1
Fashion accessories;4;16,336;343,056;81,68;326,72;4,761904762;16,336;9,1
01/06/2019;4;16,336;343,056;81,68;326,72;4,761904762;16,336;9,1
12;4;16,336;343,056;81,68;326,72;4,761904762;16,336;9,1
834-45-5519;4;8,6;180,6;43;172;4,761904762;8,6;7,6
B;4;8,6;180,6;43;172;4,761904762;8,6;7,6
Mandalay;4;8,6;180,6;43;172;4,761904762;8,6;7,6
Normal;4;8,6;180,6;43;172;4,761904762;8,6;7,6
Female;4;8,6;180,6;43;172;4,761904762;8,6;7,6
Electronic accessories;4;8,6;180,6;43;172;4,761904762;8,6;7,6
1/31/2019;4;8,6;180,6;43;172;4,761904762;8,6;7,6
20;4;8,6;180,6;43;172;4,761904762;8,6;7,6
834-61-8124;7;18,0915;379,9215;51,69;361,83;4,761904762;18,0915;5,5
A;7;18,0915;379,9215;51,69;361,83;4,761904762;18,0915;5,5
Yangon;7;18,0915;379,9215;51,69;361,83;4,761904762;18,0915;5,5
Normal;7;18,0915;379,9215;51,69;361,83;4,761904762;18,0915;5,5
Male;7;18,0915;379,9215;51,69;361,83;4,761904762;18,0915;5,5
Electronic accessories;7;18,0915;379,9215;51,69;361,83;4,761904762;18,0915;5,5
1/26/2019;7;18,0915;379,9215;51,69;361,83;4,761904762;18,0915;5,5
18;7;18,0915;379,9215;51,69;361,83;4,761904762;18,0915;5,5
834-83-1826;5;20,51;430,71;82,04;410,2;4,761904762;20,51;7,6
B;5;20,51;430,71;82,04;410,2;4,761904762;20,51;7,6
Mandalay;5;20,51;430,71;82,04;410,2;4,761904762;20,51;7,6
Member;5;20,51;430,71;82,04;410,2;4,761904762;20,51;7,6
Female;5;20,51;430,71;82,04;410,2;4,761904762;20,51;7,6
Home and lifestyle;5;20,51;430,71;82,04;410,2;4,761904762;20,51;7,6
2/25/2019;5;20,51;430,71;82,04;410,2;4,761904762;20,51;7,6
17;5;20,51;430,71;82,04;410,2;4,761904762;20,51;7,6
835-16-0096;5;3,675;77,175;14,7;73,5;4,761904762;3,675;8,5
C;5;3,675;77,175;14,7;73,5;4,761904762;3,675;8,5
Naypyitaw;5;3,675;77,175;14,7;73,5;4,761904762;3,675;8,5
Member;5;3,675;77,175;14,7;73,5;4,761904762;3,675;8,5
Male;5;3,675;77,175;14,7;73,5;4,761904762;3,675;8,5
Sports and travel;5;3,675;77,175;14,7;73,5;4,761904762;3,675;8,5
3/24/2019;5;3,675;77,175;14,7;73,5;4,761904762;3,675;8,5
13;5;3,675;77,175;14,7;73,5;4,761904762;3,675;8,5
836-82-5858;9;31,2165;655,5465;69,37;624,33;4,761904762;31,2165;4
B;9;31,2165;655,5465;69,37;624,33;4,761904762;31,2165;4
Mandalay;9;31,2165;655,5465;69,37;624,33;4,761904762;31,2165;4
Member;9;31,2165;655,5465;69,37;624,33;4,761904762;31,2165;4
Male;9;31,2165;655,5465;69,37;624,33;4,761904762;31,2165;4
Health and beauty;9;31,2165;655,5465;69,37;624,33;4,761904762;31,2165;4
1/26/2019;9;31,2165;655,5465;69,37;624,33;4,761904762;31,2165;4
19;9;31,2165;655,5465;69,37;624,33;4,761904762;31,2165;4
837-55-7229;1;2,372;49,812;47,44;47,44;4,761904762;2,372;6,8
B;1;2,372;49,812;47,44;47,44;4,761904762;2,372;6,8
Mandalay;1;2,372;49,812;47,44;47,44;4,761904762;2,372;6,8
Normal;1;2,372;49,812;47,44;47,44;4,761904762;2,372;6,8
Female;1;2,372;49,812;47,44;47,44;4,761904762;2,372;6,8
Fashion accessories;1;2,372;49,812;47,44;47,44;4,761904762;2,372;6,8
2/22/2019;1;2,372;49,812;47,44;47,44;4,761904762;2,372;6,8
18;1;2,372;49,812;47,44;47,44;4,761904762;2,372;6,8
838-02-1821;2;1,273;26,733;12,73;25,46;4,761904762;1,273;5,2
C;2;1,273;26,733;12,73;25,46;4,761904762;1,273;5,2
Naypyitaw;2;1,273;26,733;12,73;25,46;4,761904762;1,273;5,2
Member;2;1,273;26,733;12,73;25,46;4,761904762;1,273;5,2
Female;2;1,273;26,733;12,73;25,46;4,761904762;1,273;5,2
Home and lifestyle;2;1,273;26,733;12,73;25,46;4,761904762;1,273;5,2
2/22/2019;2;1,273;26,733;12,73;25,46;4,761904762;1,273;5,2
12;2;1,273;26,733;12,73;25,46;4,761904762;1,273;5,2
838-78-4295;2;3,347;70,287;33,47;66,94;4,761904762;3,347;6,7
C;2;3,347;70,287;33,47;66,94;4,761904762;3,347;6,7
Naypyitaw;2;3,347;70,287;33,47;66,94;4,761904762;3,347;6,7
Normal;2;3,347;70,287;33,47;66,94;4,761904762;3,347;6,7
Female;2;3,347;70,287;33,47;66,94;4,761904762;3,347;6,7
Health and beauty;2;3,347;70,287;33,47;66,94;4,761904762;3,347;6,7
02/10/2019;2;3,347;70,287;33,47;66,94;4,761904762;3,347;6,7
15;2;3,347;70,287;33,47;66,94;4,761904762;3,347;6,7
840-19-2096;5;21,9775;461,5275;87,91;439,55;4,761904762;21,9775;4,4
C;5;21,9775;461,5275;87,91;439,55;4,761904762;21,9775;4,4
Naypyitaw;5;21,9775;461,5275;87,91;439,55;4,761904762;21,9775;4,4
Member;5;21,9775;461,5275;87,91;439,55;4,761904762;21,9775;4,4
Male;5;21,9775;461,5275;87,91;439,55;4,761904762;21,9775;4,4
Electronic accessories;5;21,9775;461,5275;87,91;439,55;4,761904762;21,9775;4,4
3/14/2019;5;21,9775;461,5275;87,91;439,55;4,761904762;21,9775;4,4
18;5;21,9775;461,5275;87,91;439,55;4,761904762;21,9775;4,4
840-76-5966;2;1,276;26,796;12,76;25,52;4,761904762;1,276;7,8
A;2;1,276;26,796;12,76;25,52;4,761904762;1,276;7,8
Yangon;2;1,276;26,796;12,76;25,52;4,761904762;1,276;7,8
Member;2;1,276;26,796;12,76;25,52;4,761904762;1,276;7,8
Male;2;1,276;26,796;12,76;25,52;4,761904762;1,276;7,8
Sports and travel;2;1,276;26,796;12,76;25,52;4,761904762;1,276;7,8
01/08/2019;2;1,276;26,796;12,76;25,52;4,761904762;1,276;7,8
18;2;1,276;26,796;12,76;25,52;4,761904762;1,276;7,8
841-18-8232;1;3,56;74,76;71,2;71,2;4,761904762;3,56;9,2
B;1;3,56;74,76;71,2;71,2;4,761904762;3,56;9,2
Mandalay;1;3,56;74,76;71,2;71,2;4,761904762;3,56;9,2
Normal;1;3,56;74,76;71,2;71,2;4,761904762;3,56;9,2
Female;1;3,56;74,76;71,2;71,2;4,761904762;3,56;9,2
Food and beverages;1;3,56;74,76;71,2;71,2;4,761904762;3,56;9,2
01/05/2019;1;3,56;74,76;71,2;71,2;4,761904762;3,56;9,2
20;1;3,56;74,76;71,2;71,2;4,761904762;3,56;9,2
841-35-6630;6;22,773;478,233;75,91;455,46;4,761904762;22,773;8,7
C;6;22,773;478,233;75,91;455,46;4,761904762;22,773;8,7
Naypyitaw;6;22,773;478,233;75,91;455,46;4,761904762;22,773;8,7
Normal;6;22,773;478,233;75,91;455,46;4,761904762;22,773;8,7
Female;6;22,773;478,233;75,91;455,46;4,761904762;22,773;8,7
Electronic accessories;6;22,773;478,233;75,91;455,46;4,761904762;22,773;8,7
03/09/2019;6;22,773;478,233;75,91;455,46;4,761904762;22,773;8,7
18;6;22,773;478,233;75,91;455,46;4,761904762;22,773;8,7
842-29-4695;7;5,999;125,979;17,14;119,98;4,761904762;5,999;7,9
C;7;5,999;125,979;17,14;119,98;4,761904762;5,999;7,9
Naypyitaw;7;5,999;125,979;17,14;119,98;4,761904762;5,999;7,9
Member;7;5,999;125,979;17,14;119,98;4,761904762;5,999;7,9
Male;7;5,999;125,979;17,14;119,98;4,761904762;5,999;7,9
Sports and travel;7;5,999;125,979;17,14;119,98;4,761904762;5,999;7,9
1/16/2019;7;5,999;125,979;17,14;119,98;4,761904762;5,999;7,9
12;7;5,999;125,979;17,14;119,98;4,761904762;5,999;7,9
842-40-8179;10;38,6;810,6;77,2;772;4,761904762;38,6;5,6
B;10;38,6;810,6;77,2;772;4,761904762;38,6;5,6
Mandalay;10;38,6;810,6;77,2;772;4,761904762;38,6;5,6
Member;10;38,6;810,6;77,2;772;4,761904762;38,6;5,6
Female;10;38,6;810,6;77,2;772;4,761904762;38,6;5,6
Food and beverages;10;38,6;810,6;77,2;772;4,761904762;38,6;5,6
02/11/2019;10;38,6;810,6;77,2;772;4,761904762;38,6;5,6
10;10;38,6;810,6;77,2;772;4,761904762;38,6;5,6
843-01-4703;9;15,921;334,341;35,38;318,42;4,761904762;15,921;9,6
B;9;15,921;334,341;35,38;318,42;4,761904762;15,921;9,6
Mandalay;9;15,921;334,341;35,38;318,42;4,761904762;15,921;9,6
Member;9;15,921;334,341;35,38;318,42;4,761904762;15,921;9,6
Female;9;15,921;334,341;35,38;318,42;4,761904762;15,921;9,6
Home and lifestyle;9;15,921;334,341;35,38;318,42;4,761904762;15,921;9,6
01/05/2019;9;15,921;334,341;35,38;318,42;4,761904762;15,921;9,6
19;9;15,921;334,341;35,38;318,42;4,761904762;15,921;9,6
843-73-4724;1;3,705;77,805;74,1;74,1;4,761904762;3,705;9,2
A;1;3,705;77,805;74,1;74,1;4,761904762;3,705;9,2
Yangon;1;3,705;77,805;74,1;74,1;4,761904762;3,705;9,2
Normal;1;3,705;77,805;74,1;74,1;4,761904762;3,705;9,2
Male;1;3,705;77,805;74,1;74,1;4,761904762;3,705;9,2
Fashion accessories;1;3,705;77,805;74,1;74,1;4,761904762;3,705;9,2
1/25/2019;1;3,705;77,805;74,1;74,1;4,761904762;3,705;9,2
11;1;3,705;77,805;74,1;74,1;4,761904762;3,705;9,2
845-51-0542;9;20,9475;439,8975;46,55;418,95;4,761904762;20,9475;6,4
B;9;20,9475;439,8975;46,55;418,95;4,761904762;20,9475;6,4
Mandalay;9;20,9475;439,8975;46,55;418,95;4,761904762;20,9475;6,4
Member;9;20,9475;439,8975;46,55;418,95;4,761904762;20,9475;6,4
Male;9;20,9475;439,8975;46,55;418,95;4,761904762;20,9475;6,4
Food and beverages;9;20,9475;439,8975;46,55;418,95;4,761904762;20,9475;6,4
02/02/2019;9;20,9475;439,8975;46,55;418,95;4,761904762;20,9475;6,4
15;9;20,9475;439,8975;46,55;418,95;4,761904762;20,9475;6,4
845-94-6841;9;32,796;688,716;72,88;655,92;4,761904762;32,796;4
C;9;32,796;688,716;72,88;655,92;4,761904762;32,796;4
Naypyitaw;9;32,796;688,716;72,88;655,92;4,761904762;32,796;4
Member;9;32,796;688,716;72,88;655,92;4,761904762;32,796;4
Female;9;32,796;688,716;72,88;655,92;4,761904762;32,796;4
Food and beverages;9;32,796;688,716;72,88;655,92;4,761904762;32,796;4
01/08/2019;9;32,796;688,716;72,88;655,92;4,761904762;32,796;4
19;9;32,796;688,716;72,88;655,92;4,761904762;32,796;4
846-10-0341;7;14,8995;312,8895;42,57;297,99;4,761904762;14,8995;6,8
A;7;14,8995;312,8895;42,57;297,99;4,761904762;14,8995;6,8
Yangon;7;14,8995;312,8895;42,57;297,99;4,761904762;14,8995;6,8
Normal;7;14,8995;312,8895;42,57;297,99;4,761904762;14,8995;6,8
Female;7;14,8995;312,8895;42,57;297,99;4,761904762;14,8995;6,8
Fashion accessories;7;14,8995;312,8895;42,57;297,99;4,761904762;14,8995;6,8
01/06/2019;7;14,8995;312,8895;42,57;297,99;4,761904762;14,8995;6,8
11;7;14,8995;312,8895;42,57;297,99;4,761904762;14,8995;6,8
847-38-7188;3;14,502;304,542;96,68;290,04;4,761904762;14,502;6,4
B;3;14,502;304,542;96,68;290,04;4,761904762;14,502;6,4
Mandalay;3;14,502;304,542;96,68;290,04;4,761904762;14,502;6,4
Normal;3;14,502;304,542;96,68;290,04;4,761904762;14,502;6,4
Female;3;14,502;304,542;96,68;290,04;4,761904762;14,502;6,4
Food and beverages;3;14,502;304,542;96,68;290,04;4,761904762;14,502;6,4
1/26/2019;3;14,502;304,542;96,68;290,04;4,761904762;14,502;6,4
19;3;14,502;304,542;96,68;290,04;4,761904762;14,502;6,4
848-07-1692;2;5,722;120,162;57,22;114,44;4,761904762;5,722;8,3
B;2;5,722;120,162;57,22;114,44;4,761904762;5,722;8,3
Mandalay;2;5,722;120,162;57,22;114,44;4,761904762;5,722;8,3
Normal;2;5,722;120,162;57,22;114,44;4,761904762;5,722;8,3
Female;2;5,722;120,162;57,22;114,44;4,761904762;5,722;8,3
Health and beauty;2;5,722;120,162;57,22;114,44;4,761904762;5,722;8,3
01/12/2019;2;5,722;120,162;57,22;114,44;4,761904762;5,722;8,3
17;2;5,722;120,162;57,22;114,44;4,761904762;5,722;8,3
848-24-9445;2;4,37;91,77;43,7;87,4;4,761904762;4,37;4,9
C;2;4,37;91,77;43,7;87,4;4,761904762;4,37;4,9
Naypyitaw;2;4,37;91,77;43,7;87,4;4,761904762;4,37;4,9
Member;2;4,37;91,77;43,7;87,4;4,761904762;4,37;4,9
Male;2;4,37;91,77;43,7;87,4;4,761904762;4,37;4,9
Health and beauty;2;4,37;91,77;43,7;87,4;4,761904762;4,37;4,9
3/26/2019;2;4,37;91,77;43,7;87,4;4,761904762;4,37;4,9
18;2;4,37;91,77;43,7;87,4;4,761904762;4,37;4,9
848-42-2560;2;8,191;172,011;81,91;163,82;4,761904762;8,191;7,8
A;2;8,191;172,011;81,91;163,82;4,761904762;8,191;7,8
Yangon;2;8,191;172,011;81,91;163,82;4,761904762;8,191;7,8
Normal;2;8,191;172,011;81,91;163,82;4,761904762;8,191;7,8
Female;2;8,191;172,011;81,91;163,82;4,761904762;8,191;7,8
Fashion accessories;2;8,191;172,011;81,91;163,82;4,761904762;8,191;7,8
03/05/2019;2;8,191;172,011;81,91;163,82;4,761904762;8,191;7,8
17;2;8,191;172,011;81,91;163,82;4,761904762;8,191;7,8
848-62-7243;9;11,2005;235,2105;24,89;224,01;4,761904762;11,2005;7,4
A;9;11,2005;235,2105;24,89;224,01;4,761904762;11,2005;7,4
Yangon;9;11,2005;235,2105;24,89;224,01;4,761904762;11,2005;7,4
Normal;9;11,2005;235,2105;24,89;224,01;4,761904762;11,2005;7,4
Male;9;11,2005;235,2105;24,89;224,01;4,761904762;11,2005;7,4
Health and beauty;9;11,2005;235,2105;24,89;224,01;4,761904762;11,2005;7,4
3/15/2019;9;11,2005;235,2105;24,89;224,01;4,761904762;11,2005;7,4
15;9;11,2005;235,2105;24,89;224,01;4,761904762;11,2005;7,4
848-95-6252;1;4,3135;90,5835;86,27;86,27;4,761904762;4,3135;7
C;1;4,3135;90,5835;86,27;86,27;4,761904762;4,3135;7
Naypyitaw;1;4,3135;90,5835;86,27;86,27;4,761904762;4,3135;7
Member;1;4,3135;90,5835;86,27;86,27;4,761904762;4,3135;7
Female;1;4,3135;90,5835;86,27;86,27;4,761904762;4,3135;7
Home and lifestyle;1;4,3135;90,5835;86,27;86,27;4,761904762;4,3135;7
2/20/2019;1;4,3135;90,5835;86,27;86,27;4,761904762;4,3135;7
13;1;4,3135;90,5835;86,27;86,27;4,761904762;4,3135;7
849-09-3807;7;30,919;649,299;88,34;618,38;4,761904762;30,919;6,6
A;7;30,919;649,299;88,34;618,38;4,761904762;30,919;6,6
Yangon;7;30,919;649,299;88,34;618,38;4,761904762;30,919;6,6
Member;7;30,919;649,299;88,34;618,38;4,761904762;30,919;6,6
Female;7;30,919;649,299;88,34;618,38;4,761904762;30,919;6,6
Fashion accessories;7;30,919;649,299;88,34;618,38;4,761904762;30,919;6,6
2/18/2019;7;30,919;649,299;88,34;618,38;4,761904762;30,919;6,6
13;7;30,919;649,299;88,34;618,38;4,761904762;30,919;6,6
850-41-9669;9;33,777;709,317;75,06;675,54;4,761904762;33,777;6,2
A;9;33,777;709,317;75,06;675,54;4,761904762;33,777;6,2
Yangon;9;33,777;709,317;75,06;675,54;4,761904762;33,777;6,2
Normal;9;33,777;709,317;75,06;675,54;4,761904762;33,777;6,2
Female;9;33,777;709,317;75,06;675,54;4,761904762;33,777;6,2
Electronic accessories;9;33,777;709,317;75,06;675,54;4,761904762;33,777;6,2
3/19/2019;9;33,777;709,317;75,06;675,54;4,761904762;33,777;6,2
13;9;33,777;709,317;75,06;675,54;4,761904762;33,777;6,2
851-28-6367;10;7,75;162,75;15,5;155;4,761904762;7,75;8
A;10;7,75;162,75;15,5;155;4,761904762;7,75;8
Yangon;10;7,75;162,75;15,5;155;4,761904762;7,75;8
Member;10;7,75;162,75;15,5;155;4,761904762;7,75;8
Male;10;7,75;162,75;15,5;155;4,761904762;7,75;8
Sports and travel;10;7,75;162,75;15,5;155;4,761904762;7,75;8
3/23/2019;10;7,75;162,75;15,5;155;4,761904762;7,75;8
10;10;7,75;162,75;15,5;155;4,761904762;7,75;8
851-98-3555;5;20,72;435,12;82,88;414,4;4,761904762;20,72;6,6
B;5;20,72;435,12;82,88;414,4;4,761904762;20,72;6,6
Mandalay;5;20,72;435,12;82,88;414,4;4,761904762;20,72;6,6
Normal;5;20,72;435,12;82,88;414,4;4,761904762;20,72;6,6
Female;5;20,72;435,12;82,88;414,4;4,761904762;20,72;6,6
Health and beauty;5;20,72;435,12;82,88;414,4;4,761904762;20,72;6,6
3/24/2019;5;20,72;435,12;82,88;414,4;4,761904762;20,72;6,6
14;5;20,72;435,12;82,88;414,4;4,761904762;20,72;6,6
852-62-7105;10;41,625;874,125;83,25;832,5;4,761904762;41,625;4,4
B;10;41,625;874,125;83,25;832,5;4,761904762;41,625;4,4
Mandalay;10;41,625;874,125;83,25;832,5;4,761904762;41,625;4,4
Normal;10;41,625;874,125;83,25;832,5;4,761904762;41,625;4,4
Female;10;41,625;874,125;83,25;832,5;4,761904762;41,625;4,4
Fashion accessories;10;41,625;874,125;83,25;832,5;4,761904762;41,625;4,4
01/12/2019;10;41,625;874,125;83,25;832,5;4,761904762;41,625;4,4
11;10;41,625;874,125;83,25;832,5;4,761904762;41,625;4,4
852-82-2749;4;12,918;271,278;64,59;258,36;4,761904762;12,918;9,3
A;4;12,918;271,278;64,59;258,36;4,761904762;12,918;9,3
Yangon;4;12,918;271,278;64,59;258,36;4,761904762;12,918;9,3
Normal;4;12,918;271,278;64,59;258,36;4,761904762;12,918;9,3
Male;4;12,918;271,278;64,59;258,36;4,761904762;12,918;9,3
Sports and travel;4;12,918;271,278;64,59;258,36;4,761904762;12,918;9,3
01/06/2019;4;12,918;271,278;64,59;258,36;4,761904762;12,918;9,3
13;4;12,918;271,278;64,59;258,36;4,761904762;12,918;9,3
853-23-2453;4;15,148;318,108;75,74;302,96;4,761904762;15,148;7,6
B;4;15,148;318,108;75,74;302,96;4,761904762;15,148;7,6
Mandalay;4;15,148;318,108;75,74;302,96;4,761904762;15,148;7,6
Member;4;15,148;318,108;75,74;302,96;4,761904762;15,148;7,6
Male;4;15,148;318,108;75,74;302,96;4,761904762;15,148;7,6
Health and beauty;4;15,148;318,108;75,74;302,96;4,761904762;15,148;7,6
2/14/2019;4;15,148;318,108;75,74;302,96;4,761904762;15,148;7,6
14;4;15,148;318,108;75,74;302,96;4,761904762;15,148;7,6
856-22-8149;1;1,2645;26,5545;25,29;25,29;4,761904762;1,2645;6,1
A;1;1,2645;26,5545;25,29;25,29;4,761904762;1,2645;6,1
Yangon;1;1,2645;26,5545;25,29;25,29;4,761904762;1,2645;6,1
Normal;1;1,2645;26,5545;25,29;25,29;4,761904762;1,2645;6,1
Female;1;1,2645;26,5545;25,29;25,29;4,761904762;1,2645;6,1
Home and lifestyle;1;1,2645;26,5545;25,29;25,29;4,761904762;1,2645;6,1
3/23/2019;1;1,2645;26,5545;25,29;25,29;4,761904762;1,2645;6,1
10;1;1,2645;26,5545;25,29;25,29;4,761904762;1,2645;6,1
856-66-2701;3;7,995;167,895;53,3;159,9;4,761904762;7,995;7,5
A;3;7,995;167,895;53,3;159,9;4,761904762;7,995;7,5
Yangon;3;7,995;167,895;53,3;159,9;4,761904762;7,995;7,5
